snr	0	0.1	0.12	0.14	0.16	0.18	0.2	0.22	0.24	0.26	0.28	0.3
1.5	0.0572702332	0.002732421789	0.00698667158	0.002388300999	0.003049233973	0.002877443416	0.003038568284	0.002284752285	0.003170594837	0.001777029555	0.007094478738	0.01275365404
1.75	0.008693415638	0.0006005533581	0.001354245402	0.0001714677641	0.0002254689755	0.0001874583016	0.0005333383827	0.0005574696143	0.0004354378745	0.0002861178075	0.0003519601473	0.001015387368
2	0.001538117284	6.92E-05	1.52E-05	1.95E-05	1.06E-05	9.83E-06	1.49E-05	2.54E-05	2.45E-05	3.54E-05	4.67E-05	7.31E-05 
